Time,Participant,Condition,Item,Response.orig,Response,RT
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,27,No.,0,3731
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,28,No.,0,4576
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,3,No.,0,3110
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,22,No.,0,4229
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,13,No.,0,3064
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,48,No.,0,2980
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,39,Yes.,1,7207
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,4,No.,0,7640
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,54,Yes.,1,7364
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,6,Yes.,1,3841
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,26,Yes.,1,4779
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,31,Yes.,1,9687
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,55,No.,0,5626
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,29,No.,0,8952
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,60,No.,0,6935
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,38,Yes.,1,6068
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,58,Yes.,1,6169
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,7,No.,0,5853
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,56,No.,0,8278
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,20,No.,0,4274
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,34,Yes.,1,8093
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,47,Yes.,1,4001
1615677921,3777fb55fcaa169271547dc4be4e0031,Eonly,42,No.,0,5206
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,19,Yes.,1,6360
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,58,No.,0,5510
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,31,No.,0,10849
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,34,Yes.,1,8917
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,33,Yes.,1,4735
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,16,No.,0,7196
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,51,Yes.,1,11199
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,43,Yes.,1,6927
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,60,Yes.,1,5009
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,47,Yes.,1,6609
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,54,Yes.,1,9289
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,20,No.,0,5710
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,4,No.,0,14958
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,29,Yes.,1,15645
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,3,Yes.,1,3432
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,32,Yes.,1,6082
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,11,No.,0,9508
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,28,Yes.,1,6788
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,7,No.,0,5716
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,12,Yes.,1,5801
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,35,Yes.,1,6131
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,53,No.,0,5592
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,44,Yes.,1,4603
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,30,Yes.,1,5342
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,38,Yes.,1,6465
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,6,No.,0,4413
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,45,No.,0,5633
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,26,Yes.,1,5543
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,10,Yes.,1,5076
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,37,No.,0,10021
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,46,No.,0,4650
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,42,No.,0,7613
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,17,Yes.,1,5995
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,18,Yes.,1,4456
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,2,No.,0,6325
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,1,Yes.,1,6179
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,49,Yes.,1,5233
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,41,No.,0,8300
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,14,No.,0,4842
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,15,Yes.,1,4200
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,24,No.,0,5425
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,59,No.,0,5601
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,40,Yes.,1,5654
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,36,Yes.,1,4798
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,57,Yes.,1,4347
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,39,Yes.,1,9848
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,48,Yes.,1,4303
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,25,Yes.,1,6624
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,50,No.,0,5360
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,5,No.,0,3421
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,21,No.,0,4161
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,56,Yes.,1,7379
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,9,Yes.,1,4271
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,23,Yes.,1,8402
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,22,No.,0,8501
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,13,Yes.,1,4848
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,55,No.,0,4908
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,52,No.,0,8988
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,8,No.,0,4041
1615678046,f8c4008b6d33ddfd5fb6a7af04c667a5,Eonly,27,No.,0,5102
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,48,Yes.,1,5781
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,52,Yes.,1,3594
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,20,Yes.,1,6079
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,26,Yes.,1,6004
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,7,Yes.,1,3151
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,54,No.,0,8306
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,1,Yes.,1,5452
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,58,No.,0,5086
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,46,No.,0,6279
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,15,No.,0,1255
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,49,Yes.,1,1155
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,39,Yes.,1,1021
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,17,No.,0,1104
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,13,No.,0,409
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,38,Yes.,1,2062
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,22,Yes.,1,5075
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,19,Yes.,1,6586
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,11,No.,0,4686
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,44,Yes.,1,3276
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,5,Yes.,1,1837
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,18,Yes.,1,2799
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,57,No.,0,4313
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,23,Yes.,1,4766
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,31,Yes.,1,3888
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,10,No.,0,1169
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,42,Yes.,1,1938
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,45,No.,0,435
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,29,No.,0,579
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,9,Yes.,1,1297
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,27,No.,0,991
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,30,No.,0,1227
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,3,Yes.,1,1287
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,21,Yes.,1,1098
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,6,Yes.,1,1066
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,51,Yes.,1,1228
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,47,No.,0,1657
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,14,Yes.,1,1995
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,43,Yes.,1,3892
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,35,No.,0,853
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,40,Yes.,1,1849
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,37,No.,0,1124
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,33,Yes.,1,963
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,4,Yes.,1,3735
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,28,Yes.,1,975
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,32,No.,0,1432
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,60,Yes.,1,970
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,25,No.,0,1491
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,16,No.,0,578
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,12,Yes.,1,1163
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,50,No.,0,937
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,34,No.,0,3598
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,41,Yes.,1,1726
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,24,Yes.,1,3170
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,2,No.,0,1834
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,36,Yes.,1,877
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,55,No.,0,1027
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,8,Yes.,1,3358
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,59,Yes.,1,1705
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,56,Yes.,1,833
1615678148,98d412f0c2a589eab1538e52e3db80de,Eonly,53,Yes.,1,1708
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,22,Yes.,1,9963
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,58,Yes.,1,3898
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,18,Yes.,1,4668
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,42,No.,0,7289
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,41,Yes.,1,4294
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,21,Yes.,1,9162
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,20,Yes.,1,4349
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,13,Yes.,1,4617
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,38,Yes.,1,10392
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,6,Yes.,1,3110
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,2,Yes.,1,3166
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,17,Yes.,1,3041
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,32,Yes.,1,3597
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,28,Yes.,1,9204
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,8,No.,0,4808
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,39,No.,0,11459
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,16,Yes.,1,5755
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,50,Yes.,1,2114
1615683692,21b5c38680ee271f24e0beaf40045542,Eonly,45,Yes.,1,2046
