Time,Participant,Condition,Item,Response.orig,Response,RT
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,11,Yes.,1,8484
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,33,Yes.,1,2474
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,47,Yes.,1,3284
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,17,Yes.,1,2437
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,1,Yes.,1,5489
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,27,Yes.,1,2308
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,5,Yes.,1,6031
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,56,Yes.,1,5365
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,10,Yes.,1,2909
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,3,Yes.,1,3372
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,8,Yes.,1,4610
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,46,Yes.,1,4403
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,6,Yes.,1,1477
1641943585,564b5f47e7d2f7137a4e7576a9f5a7a6,Eonlystrong,54,Yes.,1,5668
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,42,Yes.,1,9017
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,46,Yes.,1,6300
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,2,Yes.,1,3616
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,12,Yes.,1,4838
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,34,Yes.,1,6893
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,28,Yes.,1,5773
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,36,Yes.,1,4108
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,19,Yes.,1,3521
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,56,Yes.,1,3935
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,23,Yes.,1,5067
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,38,Yes.,1,4429
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,6,No.,0,8619
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,45,Yes.,1,2939
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,21,Yes.,1,10006
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,7,Yes.,1,3074
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,22,Yes.,1,6894
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,30,Yes.,1,2959
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,8,Yes.,1,4955
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,40,Yes.,1,14113
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,59,Yes.,1,2523
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,35,Yes.,1,2357
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,14,Yes.,1,4585
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,24,Yes.,1,2882
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,13,Yes.,1,6534
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,52,Yes.,1,3361
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,33,Yes.,1,3767
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,37,Yes.,1,3733
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,15,Yes.,1,1790
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,53,Yes.,1,2610
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,43,Yes.,1,2370
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,26,Yes.,1,4356
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,27,Yes.,1,5311
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,31,Yes.,1,5361
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,32,Yes.,1,1757
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,58,Yes.,1,2234
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,4,Yes.,1,2210
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,5,Yes.,1,4566
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,9,Yes.,1,2488
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,48,Yes.,1,1911
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,57,Yes.,1,2044
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,3,Yes.,1,1751
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,25,Yes.,1,3452
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,49,Yes.,1,5429
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,29,Yes.,1,5951
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,55,Yes.,1,2552
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,60,Yes.,1,1926
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,17,Yes.,1,2586
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,51,Yes.,1,2339
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,18,Yes.,1,1941
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,47,Yes.,1,2439
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,11,Yes.,1,2623
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,16,Yes.,1,1422
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,39,Yes.,1,1683
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,50,Yes.,1,1526
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,10,Yes.,1,2494
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,1,Yes.,1,1654
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,54,Yes.,1,1675
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,41,Yes.,1,1824
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,20,Yes.,1,2091
1641943841,e266a918bd00114a1ee2d4847cc8a63b,Eonlystrong,44,Yes.,1,1394
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,30,No.,0,4367
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,49,Yes.,1,5356
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,31,No.,0,6675
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,37,Yes.,1,3831
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,51,Yes.,1,4560
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,6,No.,0,5640
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,58,Yes.,1,3543
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,9,Yes.,1,4458
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,34,No.,0,4353
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,27,No.,0,4414
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,13,Yes.,1,5271
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,32,Yes.,1,3330
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,42,Yes.,1,3855
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,15,Yes.,1,3157
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,26,No.,0,4775
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,7,No.,0,4176
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,55,No.,0,4054
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,20,Yes.,1,3305
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,59,Yes.,1,5676
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,35,No.,0,1738
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,5,Yes.,1,1801
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,14,Yes.,1,2367
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,52,No.,0,1875
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,11,Yes.,1,1133
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,16,No.,0,1890
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,12,No.,0,2293
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,24,No.,0,1668
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,22,No.,0,1311
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,23,Yes.,1,1453
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,44,Yes.,1,1639
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,33,Yes.,1,2088
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,53,No.,0,1782
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,38,No.,0,2207
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,56,Yes.,1,3135
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,10,No.,0,1402
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,47,No.,0,3390
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,50,Yes.,1,3193
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,3,Yes.,1,3311
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,18,Yes.,1,3044
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,43,Yes.,1,5237
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,25,Yes.,1,4005
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,48,Yes.,1,3041
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,21,No.,0,2991
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,36,Yes.,1,3032
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,4,Yes.,1,4571
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,40,Yes.,1,4067
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,28,Yes.,1,5618
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,17,Yes.,1,3849
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,46,No.,0,3178
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,39,No.,0,5053
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,54,No.,0,4360
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,41,Yes.,1,1903
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,1,No.,0,2859
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,57,Yes.,1,1675
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,19,No.,0,3611
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,8,Yes.,1,4707
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,60,Yes.,1,3088
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,29,Yes.,1,1763
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,45,No.,0,1908
1641944274,8afd2e59e749ac50f0620fee6e19b290,Eonlystrong,2,Yes.,1,3405
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,50,Yes.,1,10538
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,16,Yes.,1,6785
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,40,Yes.,1,5190
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,6,Yes.,1,3062
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,15,Yes.,1,2407
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,55,Yes.,1,3511
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,53,Yes.,1,6269
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,52,Yes.,1,16704
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,29,Yes.,1,10806
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,17,Yes.,1,7816
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,12,Yes.,1,2878
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,47,Yes.,1,10283
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,32,Yes.,1,2461
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,36,Yes.,1,4755
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,49,Yes.,1,3256
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,20,Yes.,1,3055
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,10,Yes.,1,3868
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,27,Yes.,1,2193
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,21,Yes.,1,5368
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,11,Yes.,1,4495
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,37,Yes.,1,3759
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,31,Yes.,1,9200
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,57,Yes.,1,5341
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,43,Yes.,1,3552
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,3,Yes.,1,4575
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,30,Yes.,1,5473
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,22,Yes.,1,3911
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,44,Yes.,1,7606
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,19,Yes.,1,3879
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,59,Yes.,1,3997
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,35,Yes.,1,3103
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,14,Yes.,1,3068
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,56,Yes.,1,4701
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,1,Yes.,1,7908
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,7,Yes.,1,5439
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,48,Yes.,1,5092
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,33,Yes.,1,5644
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,60,Yes.,1,7705
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,45,Yes.,1,2550
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,4,Yes.,1,4160
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,58,Yes.,1,3296
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,34,Yes.,1,3688
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,39,Yes.,1,4142
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,13,Yes.,1,10185
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,28,Yes.,1,4997
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,54,Yes.,1,4529
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,38,Yes.,1,4232
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,46,Yes.,1,3520
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,8,Yes.,1,5056
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,24,Yes.,1,3183
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,2,Yes.,1,2593
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,18,Yes.,1,3839
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,23,Yes.,1,4629
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,41,Yes.,1,3122
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,5,Yes.,1,3461
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,51,Yes.,1,5335
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,9,Yes.,1,2814
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,26,Yes.,1,4488
1641944330,f3492b1121aaa33582693af2b83e170e,Eonlystrong,25,Yes.,1,4633
