experiment,condition,item_id,N,response_rate,trigger_lemma,query_lemma,trigger_surface,query_surface,trigger_logprob,query_logprob,ordering_score,query_more_likely_than_trigger,score_type,model_name
experiment_1,ESI,24,40,0.1000000000,like,love,likes,loves,-7.0505914688,-5.9880914688,1.0625000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,25,40,0.8750000000,match,exceed,matches,exceeds,-11.9032888412,-11.8407888412,0.0625000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,26,40,0.8750000000,mostly,entirely,mostly,entirely,-5.5961837769,-7.0649337769,-1.4687500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,27,40,0.3250000000,old,ancient,old,ancient,-6.2383913994,-9.8008918762,-3.5625004768,false,word,Qwen/Qwen2-7B
experiment_1,ESI,28,40,0.7000000000,once,twice,once,twice,-6.0955276489,-8.0955276489,-2.0000000000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,29,40,0.2500000000,or,and,or,and,-8.4172887802,-2.4797887802,5.9375000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,30,40,0.1000000000,overweight,obese,overweight,obese,-9.1419086456,-10.9856586456,-1.8437500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,31,40,0.6000000000,overwhelmingly,unanimously,overwhelmingly,unanimously,-6.0567927361,-5.5567927361,0.5000000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,32,40,0.4750000000,palatable,delicious,palatable,delicious,-12.6617441177,-6.5626158714,6.0991282463,true,word,Qwen/Qwen2-7B
experiment_1,ESI,33,40,0.9500000000,partially,completely,partially,completely,-6.5965075493,-6.0340075493,0.5625000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,34,40,0.6500000000,permit,require,permits,requires,-11.1412763596,-7.0445961952,4.0966801644,true,word,Qwen/Qwen2-7B
experiment_1,ESI,35,40,0.0500000000,polished,impeccable,polished,impeccable,-8.1347894669,-9.9160394669,-1.7812500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,36,40,0.8250000000,possible,certain,possible,certain,-4.6669397354,-8.0731897354,-3.4062500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,37,40,0.0750000000,pretty,beautiful,pretty,beautiful,-5.9630784988,-5.7755784988,0.1875000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,38,40,0.7750000000,primarily,exclusively,primarily,exclusively,-6.7911243439,-9.3536243439,-2.5625000000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,39,40,0.5500000000,probably,necessarily,probably,necessarily,-5.1209588051,-9.0897083282,-3.9687495231,false,word,Qwen/Qwen2-7B
experiment_1,ESI,40,40,0.8000000000,reduce,eliminate,reduced,eliminated,-11.4769792557,-11.6371355057,-0.1601562500,false,word,Qwen/Qwen2-7B
experiment_1,ESI,41,40,0.0250000000,scared,petrified,scared,petrified,-8.8703565598,-11.5788509166,-2.7084943568,false,word,Qwen/Qwen2-7B
experiment_1,ESI,42,40,0.0750000000,serious,life-threatening,serious,life-threatening,-5.4368143082,-6.5810588598,-1.1442445516,false,word,Qwen/Qwen2-7B
experiment_1,ESI,43,40,0.7250000000,similar,identical,similar,identical,-2.9571323395,-4.3946323395,-1.4375000000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,44,40,0.8250000000,slow,stop,slowed,stopped,-7.1545386314,-5.5920386314,1.5625000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,45,40,0.1750000000,small,tiny,small,tiny,-5.9683256149,-8.8120756149,-2.8437500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,46,40,0.1000000000,snug,tight,snug,tight,-9.7020921707,-7.1864671707,2.5156250000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,47,40,0.9250000000,some,all,some,all,-6.7936716080,-5.8561716080,0.9375000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,48,40,0.2750000000,start,finish,started,finished,-6.5379810333,-5.1004810333,1.4375000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,49,40,0.2500000000,survive,thrive,survived,thrived,-9.5288896561,-12.4046356678,-2.8757460117,false,word,Qwen/Qwen2-7B
experiment_1,ESI,50,40,0.0250000000,tired,exhausted,tired,exhausted,-6.8849096298,-9.1661596298,-2.2812500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,51,40,0.6500000000,tolerate,encourage,tolerate,encourage,-13.6033859253,-8.9002609253,4.7031250000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,52,40,0.7750000000,try,succeed,tried,succeeded,-10.7293357849,-11.1824607849,-0.4531250000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,53,40,0.0500000000,ugly,hideous,ugly,hideous,-9.6691493988,-10.4094967395,-0.7403473407,false,word,Qwen/Qwen2-7B
experiment_1,ESI,54,40,0.1000000000,understandable,articulate,understandable,articulate,-10.7327013016,-14.6116075516,-3.8789062500,false,word,Qwen/Qwen2-7B
experiment_1,ESI,55,40,0.0500000000,unpleasant,disgusting,unpleasant,disgusting,-11.6032123566,-7.5407123566,4.0625000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,56,40,0.6500000000,usually,always,usually,always,-6.5660314560,-5.1910314560,1.3750000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,57,40,0.1500000000,want,need,wants,needs,-6.4766955376,-7.0704455376,-0.5937500000,false,word,Qwen/Qwen2-7B
experiment_1,ESI,58,40,0.4000000000,warm,hot,warm,hot,-3.4019770622,-2.9644770622,0.4375000000,true,word,Qwen/Qwen2-7B
experiment_1,ESI,59,40,0.1250000000,well,superbly,well,superbly,-1.4789307117,-7.8874767944,-6.4085460827,false,word,Qwen/Qwen2-7B
experiment_1,ESI,60,40,0.0750000000,willing,eager,willing,eager,-7.0121827126,-7.2309327126,-0.2187500000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,1,39,0.7179487179,allowed,obligatory,allowed,obligatory,-0.5882170200,-9.8069667816,-9.2187497616,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,2,42,0.1190476190,attractive,stunning,attractive,stunning,-2.3796408176,-6.2546405792,-3.8749997616,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,3,39,0.1538461538,begin,complete,began,completed,-3.1397678852,-6.9522676468,-3.8124997616,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,4,42,0.3333333333,believe,know,believes,knows,-1.7513043880,-5.1888046265,-3.4375002385,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,5,39,0.1282051282,big,enormous,big,enormous,-1.1321278811,-5.8196277618,-4.6874998807,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,6,42,0.4285714286,cool,cold,cool,cold,-1.5063167810,-3.5063166618,-1.9999998808,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,7,39,0.2564102564,damage,destroy,damage,destroy,-0.7884139419,-5.2259140015,-4.4375000596,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,8,42,0.1666666667,dark,black,dark,black,-0.9506633282,-3.5131633282,-2.5625000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,9,39,0.6923076923,difficult,impossible,difficult,impossible,-2.3117032051,-4.6242032051,-2.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,10,42,0.0476190476,dirty,filthy,dirty,filthy,-1.4794590473,-3.3544590473,-1.8750000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,11,39,0.2564102564,dislike,loathe,dislikes,loathes,-5.1933078766,-8.7672241963,-3.5739163197,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,12,42,0.4047619048,double,triple,double,triple,-1.4435017109,-2.5060017109,-1.0625000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,13,39,0.6153846154,equally,more,equally,more,-3.7467167377,-2.5592167377,1.1875000000,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,14,42,0.1190476190,funny,hilarious,funny,hilarious,-1.6693967581,-1.9818967581,-0.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,15,39,0.2564102564,good,excellent,good,excellent,-1.9826850891,-3.8576850891,-1.8750000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,16,42,0.0952380952,happy,ecstatic,happy,ecstatic,-2.0776572227,-4.2651572227,-2.1875000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,17,39,0.6153846154,hard,unsolvable,hard,unsolvable,-1.6080650091,-7.8240392804,-6.2159742713,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,18,42,0.1666666667,harmful,deadly,harmful,deadly,-2.4007914066,-5.2132911682,-2.8124997616,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,19,39,0.3076923077,here,everywhere,here,everywhere,-1.9120366573,-2.8495366573,-0.9375000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,20,42,0.2619047619,hungry,starving,hungry,starving,-1.0881741047,-3.4631741047,-2.3750000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,21,39,0.1025641026,intelligent,brilliant,intelligent,brilliant,-1.7162408829,-4.4037408829,-2.6875000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,22,42,0.1190476190,intimidating,terrifying,intimidating,terrifying,-3.3374853134,-6.3999853134,-3.0625000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,23,39,0.6153846154,largely,totally,largely,totally,-3.1294894218,-4.4419894218,-1.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,24,42,0.1428571429,like,love,likes,loves,-1.5998651981,-1.9748651981,-0.3750000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,25,39,0.6923076923,match,exceed,matches,exceeds,-3.2870931625,-5.9120931625,-2.6250000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,26,42,0.7857142857,mostly,entirely,mostly,entirely,-1.0275266171,-7.4025268555,-6.3750002384,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,27,39,0.1282051282,old,ancient,old,ancient,-1.5493142605,-5.2368144989,-3.6875002384,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,28,42,0.7142857143,once,twice,once,twice,-2.3703947067,-1.8078945875,0.5625001192,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,29,39,0.2051282051,or,and,or,and,-6.5557451248,-2.4307453632,4.1249997616,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,30,42,0.1904761905,overweight,obese,overweight,obese,-1.8781155348,-3.5031156540,-1.6250001192,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,31,39,0.3846153846,overwhelmingly,unanimously,overwhelmingly,unanimously,-0.7273929715,-5.0398931503,-4.3125001788,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,32,42,0.5238095238,palatable,delicious,palatable,delicious,-2.2625776930,-2.6265101433,-0.3639324503,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,33,39,0.8974358974,partially,completely,partially,completely,-4.7321748734,-2.8571751118,1.8749997616,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,34,42,0.6190476190,permit,require,permits,requires,-2.8985629082,-6.6173129082,-3.7187500000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,35,39,0.0769230769,polished,impeccable,polished,impeccable,-2.6470613480,-6.0845613480,-3.4375000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,36,42,0.5476190476,possible,certain,possible,certain,-1.5174503326,-6.8299503326,-5.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,37,39,0.1025641026,pretty,beautiful,pretty,beautiful,-1.6703366041,-2.1703367233,-0.5000001192,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,38,42,0.7380952381,primarily,exclusively,primarily,exclusively,-2.2147989273,-7.3397989273,-5.1250000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,39,39,0.4615384615,probably,necessarily,probably,necessarily,-1.4484943151,-9.6359939575,-8.1874996424,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,40,42,0.5476190476,reduce,eliminate,reduced,eliminated,-2.4649410248,-8.5899410248,-6.1250000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,41,39,0.1282051282,scared,petrified,scared,petrified,-1.4443297386,-4.8277711167,-3.3834413781,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,42,42,0.1428571429,serious,life-threatening,serious,life-threatening,-1.2774751186,-4.3184332848,-3.0409581662,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,43,39,0.7435897436,similar,identical,similar,identical,-1.3826026917,-4.5076026917,-3.1250000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,44,42,0.6428571429,slow,stop,slowed,stopped,-3.0528373718,-2.4278373718,0.6250000000,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,45,39,0.1282051282,small,tiny,small,tiny,-1.4975444078,-4.9662942886,-3.4687498808,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,46,42,0.0952380952,snug,tight,snug,tight,-2.6426253319,-2.8926253319,-0.2500000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,47,39,0.7948717949,some,all,some,all,-2.7219891548,-3.0344891548,-0.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,48,42,0.2142857143,start,finish,started,finished,-1.4216321707,-5.2966322899,-3.8750001192,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,49,39,0.2820512821,survive,thrive,survived,thrived,-2.5156006813,-6.5539189577,-4.0383182764,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,50,42,0.0714285714,tired,exhausted,tired,exhausted,-1.2621139288,-3.4496140480,-2.1875001192,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,51,39,0.6923076923,tolerate,encourage,tolerate,encourage,-3.6969516277,-7.2594518661,-3.5625002384,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,52,42,0.2857142857,try,succeed,tried,succeeded,-1.7602103949,-8.3539600372,-6.5937496423,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,53,39,0.0256410256,ugly,hideous,ugly,hideous,-2.6252059937,-4.3223885894,-1.6971825957,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,54,42,0.2380952381,understandable,articulate,understandable,articulate,-3.1198019981,-9.6823024750,-6.5625004769,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,55,39,0.0256410256,unpleasant,disgusting,unpleasant,disgusting,-3.7205524445,-3.0330524445,0.6875000000,true,word,Qwen/Qwen2-7B
experiment_2,Eweak,56,42,0.5952380952,usually,always,usually,always,-1.3190617561,-1.3190617561,0.0000000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,57,39,0.0769230769,want,need,wants,needs,-2.4665465355,-3.9040465355,-1.4375000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,58,42,0.4523809524,warm,hot,warm,hot,-1.2152690887,-2.9652690887,-1.7500000000,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,59,39,0.1282051282,well,superbly,well,superbly,-1.0456362963,-7.3947630823,-6.3491267860,false,word,Qwen/Qwen2-7B
experiment_2,Eweak,60,42,0.2380952381,willing,eager,willing,eager,-0.8283404112,-5.8595905304,-5.0312501192,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,1,42,0.7857142857,allowed,obligatory,allowed,obligatory,-4.6276202202,-2.5026202202,2.1250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,2,39,0.5128205128,attractive,stunning,attractive,stunning,-5.6013278961,-2.0388278961,3.5625000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,3,42,0.6904761905,begin,complete,began,completed,-9.2524318695,-3.2993068695,5.9531250000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,4,39,0.6153846154,believe,know,believes,knows,-5.0611171722,-1.8736171722,3.1875000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,5,42,0.3095238095,big,enormous,big,enormous,-2.4713125229,-1.5963124037,0.8750001192,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,6,39,0.4871794872,cool,cold,cool,cold,-3.5504775047,-1.6129775047,1.9375000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,7,42,0.7619047619,damage,destroy,damage,destroy,-6.1792740822,-0.6792742014,5.4999998808,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,8,39,0.6153846154,dark,black,dark,black,-2.8134245872,-1.1884245872,1.6250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,9,42,0.8809523810,difficult,impossible,difficult,impossible,-4.2319030762,-1.6694028378,2.5625002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,10,39,0.3333333333,dirty,filthy,dirty,filthy,-2.9531755447,-1.0156754255,1.9375001192,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,11,42,0.4761904762,dislike,loathe,dislikes,loathes,-6.5584483147,-3.8089526910,2.7494956237,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,12,39,0.9487179487,double,triple,double,triple,-1.5517245531,-1.8642245531,-0.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,13,42,0.8809523810,equally,more,equally,more,-7.2167224884,-1.4042222500,5.8125002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,14,39,0.3589743590,funny,hilarious,funny,hilarious,-2.3547866344,-1.2297866344,1.1250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,15,42,0.7142857143,good,excellent,good,excellent,-2.5148081779,-1.9523082972,0.5624998807,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,16,39,0.4871794872,happy,ecstatic,happy,ecstatic,-3.3164803982,-2.3164803982,1.0000000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,17,42,0.7619047619,hard,unsolvable,hard,unsolvable,-5.3942327499,-1.6100777835,3.7841549664,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,18,39,0.6153846154,harmful,deadly,harmful,deadly,-5.4878101349,-1.7378098965,3.7500002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,19,42,0.5714285714,here,everywhere,here,everywhere,-3.8078265190,-1.1203263998,2.6875001192,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,20,39,0.4358974359,hungry,starving,hungry,starving,-1.8113194704,-1.8738194704,-0.0625000000,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,21,42,0.3333333333,intelligent,brilliant,intelligent,brilliant,-3.9839806557,-1.6714806557,2.3125000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,22,39,0.4615384615,intimidating,terrifying,intimidating,terrifying,-5.7002382278,-3.4502379894,2.2500002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,23,42,0.7142857143,largely,totally,largely,totally,-7.0607261658,-1.9357264042,5.1249997616,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,24,39,0.6153846154,like,love,likes,loves,-3.3539750576,-0.8539749980,2.5000000596,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,25,42,0.8333333333,match,exceed,matches,exceeds,-8.5567846298,-2.4317846298,6.1250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,26,39,0.9743589744,mostly,entirely,mostly,entirely,-2.7196753025,-3.7196753025,-1.0000000000,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,27,42,0.3571428571,old,ancient,old,ancient,-1.9160211086,-2.2285211086,-0.3125000000,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,28,39,0.9487179487,once,twice,once,twice,-3.1180346012,-0.8055345416,2.3125000596,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,29,42,0.4761904762,or,and,or,and,-7.3606967926,-0.9856970310,6.3749997616,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,30,39,0.3846153846,overweight,obese,overweight,obese,-2.0259850025,-1.8384850025,0.1875000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,31,42,0.7142857143,overwhelmingly,unanimously,overwhelmingly,unanimously,-4.3227519989,-1.3852519989,2.9375000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,32,39,0.7948717949,palatable,delicious,palatable,delicious,-9.8406979349,-1.9388983250,7.9017996099,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,33,42,0.9761904762,partially,completely,partially,completely,-6.4487919807,-3.2612919807,3.1875000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,34,39,0.7692307692,permit,require,permits,requires,-9.4956808090,-2.3394308090,7.1562500000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,35,42,0.3333333333,polished,impeccable,polished,impeccable,-8.2088680267,-1.7401175499,6.4687504768,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,36,39,0.8461538462,possible,certain,possible,certain,-4.2298965454,-2.9173965454,1.3125000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,37,42,0.3095238095,pretty,beautiful,pretty,beautiful,-2.8035202026,-1.3660203218,1.4374998808,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,38,39,0.8461538462,primarily,exclusively,primarily,exclusively,-3.9071950912,-3.2821950912,0.6250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,39,42,0.6428571429,probably,necessarily,probably,necessarily,-3.4700129032,-4.5950126648,-1.1249997616,false,word,Qwen/Qwen2-7B
experiment_2,Estrong,40,39,0.8461538462,reduce,eliminate,reduced,eliminated,-4.6686773300,-2.7936773300,1.8750000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,41,42,0.2619047619,scared,petrified,scared,petrified,-2.9881186485,-1.4966347048,1.4914839437,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,42,39,0.5128205128,serious,life-threatening,serious,life-threatening,-2.6781318188,-1.2392176241,1.4389141947,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,43,42,0.9047619048,similar,identical,similar,identical,-2.6047205925,-2.2297205925,0.3750000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,44,39,0.9230769231,slow,stop,slowed,stopped,-7.2477517128,-1.3102518320,5.9374998808,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,45,42,0.2142857143,small,tiny,small,tiny,-2.1820981503,-1.4320981503,0.7500000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,46,39,0.0512820513,snug,tight,snug,tight,-6.4633431435,-1.9320932627,4.5312498808,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,47,42,0.8571428571,some,all,some,all,-4.1326074600,-2.1951072216,1.9375002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,48,39,0.7692307692,start,finish,started,finished,-6.6522641182,-1.0897639990,5.5625001192,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,49,42,0.6904761905,survive,thrive,survived,thrived,-4.0190758705,-2.1371469796,1.8819288909,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,50,39,0.2820512821,tired,exhausted,tired,exhausted,-2.5671982765,-1.2546983957,1.3124998808,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,51,42,0.8095238095,tolerate,encourage,tolerate,encourage,-9.0698471069,-2.7573473454,6.3124997615,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,52,39,0.9230769231,try,succeed,tried,succeeded,-5.8481044769,-3.0668542385,2.7812502384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,53,42,0.1428571429,ugly,hideous,ugly,hideous,-5.3197598457,-0.8304631459,4.4892966998,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,54,39,0.5897435897,understandable,articulate,understandable,articulate,-8.8770704269,-2.9395704269,5.9375000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,55,42,0.1666666667,unpleasant,disgusting,unpleasant,disgusting,-8.5783195496,-1.2033194304,7.3750001192,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,56,39,0.8461538462,usually,always,usually,always,-2.8122346401,-0.6872346401,2.1250000000,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,57,42,0.5952380952,want,need,wants,needs,-4.5637559891,-3.5637557507,1.0000002384,true,word,Qwen/Qwen2-7B
experiment_2,Estrong,58,39,0.7179487179,warm,hot,warm,hot,-2.8894381523,-1.3269381523,1.5625000000,true,word,Qwen/Qwen2-7B
